A018,2024-07-09,user18,Meesho,Content,QA,Reviewer,30,92,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A019,2024-07-10,user19,Swiggy,Ops,Audit,Associate,25,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A020,2024-07-10,user20,Swiggy,Ops,Audit,Associate,25,93,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A021,2024-07-11,user21,Swiggy,Ops,Audit,Associate,25,95,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A022,2024-07-11,user22,Swiggy,Ops,Audit,Associate,25,88,0,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A023,2024-07-12,user23,Swiggy,Ops,Audit,Associate,25,91,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A024,2024-07-12,user24,Swiggy,Ops,Audit,Associate,25,92,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A025,2024-07-13,user25,Amazon,Search,SEO,Analyst,50,89,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A026,2024-07-13,user26,Amazon,Search,SEO,Analyst,50,94,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A027,2024-07-14,user27,Amazon,Search,SEO,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A028,2024-07-14,user28,Amazon,Search,SEO,Analyst,50,91,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A029,2024-07-15,user29,Flipkart,Ads,PPC,Executive,40,92,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A030,2024-07-15,user30,Flipkart,Ads,PPC,Executive,40,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
# ❌ INVALID RECORDS START (WILL BE REJECTED),,,,,,,,,,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A031,07-16-2024,user31,Amazon,Search,SEO,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A032,2024-07-17,user32,Amazon,Search,SEO,Analyst,abc,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A033,2024-07-18,user33,Amazon,Search,SEO,Analyst,50,110,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A034,2024-07-19,user34,Amazon,Search,SEO,Analyst,50,85,2,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A035,2024-07-20,,Amazon,Search,SEO,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A036,2024-07-21,user36,,Search,SEO,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A037,2024-07-22,user37,Amazon,,SEO,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A038,2024-07-23,user38,Amazon,Search,,Analyst,50,90,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A039,2024-07-24,user39,Amazon,Search,SEO,Analyst,50,,1,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
A040,2024-07-25,user40,Amazon,Search,SEO,Analyst,50,90,,"Schema error: Missing required column(s): unique_account_id, record_date, username, client_name, project_name, sub_project_name, designation, daily_target, quality_percent, audit_status"
